,leid0_1,leid0_2,leid0_3,leid0_4,leid0_5,leid0_6,leid0_7,leid0_8,leid0_9,leid0_10,leid0_11,leid0_12,leid0_13,leid0_14,leid0_15,leid0_16,leid0_17,leid0_18,leid0_19,leid0_20,leid0_21,leid0_22,leid0_23,leid0_24,leid0_25,leid0_26,leid0_27,leid0_28,leid0_29,leid0_30,leid0_31,leid1_1,leid1_2,leid1_3,leid1_4,leid1_5,leid1_6,leid1_7,leid1_8,leid1_9,leid1_10,leid1_11,leid1_12,leid1_13,leid1_14,leid1_15,leid1_16,leid1_17,leid1_18,leid1_19,leid1_20,leid1_21,leid1_22
HSPD1,0.0002333919267794,8.324723899301403e-05,0.0007320901258907,0.0002273930279128,0.0003645361829479,0.0003159068504369,0.0001648111825864,0.0002508758904472,4.977459547829601e-05,6.895379289393653e-05,0.000454751636929,0.0002810126931229,0.0002261126170217,2.278797253023401e-05,0.0003920208605834,5.1429571160177576e-05,0.0001223136872195,0.0001031614906052,4.632797692771291e-05,3.019984125440475e-06,0.0003590820627924,0.0002125206930721,9.352706638933514e-05,0.0001375094783983,0.0001543957493906,6.42760709856892e-05,0.0002130300457927,0.0002628762879271,0.000149638674834,0.0001758965427554,9.860117976576072e-05,0.0001285515842278,0.0003482790156177,0.0001587505668952,0.0004249618209252,0.0001178618643775,0.000210465029492,1.6652421470449594e-05,0.0005678130749751,0.0003109672143205,0.0003137514900833,0.0001195857148969,8.111049337791242e-05,0.0002295342802276,0.0004754412205945,0.0002604576971022,0.0003320837034757,0.0002329372096847,0.000556616694194,0.000198533327908,0.0003882469950382,0.000258238055685,0.0001980426890217
ATP5ME,0.0043835864384489,0.002828146082484,0.0126416817554174,0.0066469789773103,0.0088264310432515,0.0079287848262297,0.0079088442647891,0.0083976906877146,0.0085919418077,0.0042072878229402,0.0076777494117909,0.0067659459444078,0.0058628221629182,0.0047495129180141,0.0084133158006652,0.0083148999545681,0.008583503941401,0.0087372711587413,0.006011898063193,0.0036400304836044,0.0070597767732478,0.0056869496812733,0.0039766214130462,0.0029927227660633,0.0033824254083278,0.0022158425708205,0.0073673172757623,0.0063936200137846,0.0054728017261009,0.004282649621431,0.0041246315470737,0.0030232748437416,0.0219875817144578,0.0069492136002919,0.0121492202241069,0.0111558675904831,0.0061140522335941,0.0079688445909077,0.0136792575619999,0.0090344192490238,0.0111347104971815,0.0047277835402313,0.0111512162204752,0.0147816630107591,0.019295855298451,0.0061040710086755,0.0114518918534775,0.0099943524899337,0.0134622642269516,0.0054922477285672,0.0163143235914887,0.0096726023266081,0.0096605094626703
DDX17,0.0,0.0,1.4211900185348592e-05,9.497517825206213e-06,1.2034127228386254e-05,9.857079189085318e-06,6.345768437221886e-06,8.717304708869281e-06,5.58098805270637e-06,0.0,0.0,1.1834036104389432e-06,0.0,3.460602462746358e-06,1.4828836922217709e-05,0.0,1.1910140580108936e-05,5.740696558233208e-06,8.91341716457865e-07,6.240113675001637e-07,9.327298399773607e-06,5.714454902444252e-06,3.499135774659269e-06,1.4798396680164355e-06,0.0,0.0,3.1376109119994466e-05,5.681603589041998e-06,2.9349914398117217e-06,0.0,0.0,0.0,1.4045871363755912e-05,4.670147680174965e-06,7.53489699386583e-06,6.434164473152884e-07,0.0,3.468481264089212e-06,4.724627932797032e-06,7.101602405474439e-06,7.106661053956964e-06,0.0,2.1865977247774748e-06,2.865263824793765e-05,2.7864428213487245e-05,1.987434818436244e-06,1.4075306362372542e-05,6.723708835006246e-06,1.2139075938237766e-05,0.0,1.349229258637203e-05,4.062837109485875e-06,4.513364721364661e-06
RPS8,8.051321453496363e-05,3.9366437684420095e-05,0.0002601377105621,0.0001351493373466,0.0002208175498716,0.0001699476411256,0.0001608127391335,0.0001450249418773,7.153273036372054e-05,4.480736307630896e-05,8.771495009580198e-05,5.84292273258004e-05,4.376315673169669e-05,2.155043569234028e-05,0.0001525527234365,6.166985432643785e-05,0.0001291518305943,0.0001520515740032,5.1446161810338825e-05,3.490909479233639e-05,9.55696945224262e-05,7.085651525405242e-05,9.890774730658908e-05,4.457903707206387e-05,6.987523439746561e-05,5.918630151770018e-05,8.846317686743854e-05,2.9317767172067183e-05,8.937452043486404e-05,6.332664706694355e-05,6.13994665876323e-05,3.839824986498871e-05,0.0003267262167255,0.0001068338395028,0.000192831908038,7.161111794585164e-05,7.780060311901864e-05,0.0001072211978215,0.0001735287558129,0.0001354916524896,0.0001229588595901,7.171071347708244e-05,0.000117442570608,0.0001996908755231,0.0001826033466388,0.0002284767860496,0.0001371514310816,0.0001877553508714,8.790233448852274e-05,9.183436745816732e-05,0.0001597916107308,7.587253263976345e-05,0.0001039043414153
SUCLG2,1.943632068610635e-05,6.1694820776681685e-06,5.784564297085718e-05,3.227783387260568e-05,7.410518765781826e-05,5.811574626494992e-05,2.6733755157834268e-05,7.205370074200104e-05,7.503775372195856e-06,0.0,7.332045048569608e-05,3.849839162266491e-05,6.252622746404968e-06,3.55806688767736e-06,9.495892334770152e-05,1.648052485463939e-06,3.5964388113457154e-05,3.4334205971693586e-05,0.0,0.0,5.146712416822235e-05,2.2531442581380847e-05,1.673514367297431e-05,9.038693310168328e-06,1.7280596650562402e-05,6.575129315960262e-06,4.21472368573687e-05,4.8281415443853615e-05,2.263313252526663e-05,1.5623624265630128e-05,1.850718173654504e-05,4.661817258950232e-06,9.986353278577646e-05,3.420698154796681e-05,0.0001618817731088,2.121752123801011e-05,4.474942528717633e-05,0.0,0.0002021238746598,8.862459029188559e-05,7.936026438249544e-05,4.896594525169291e-06,3.6231168142696473e-06,4.360479786055084e-05,8.846954646325066e-05,3.6974954473424887e-05,4.567734671594104e-05,3.347178972663287e-05,4.059318474919321e-05,1.5107469215186122e-05,6.659928862831997e-05,2.8828272013625013e-05,2.1945377082075774e-05
CKM,0.006074119504886,0.0033039908404598,0.0262657905392783,0.0089848195296367,0.0112977529104378,0.0093475406535893,0.0098281194571037,0.0047975055808913,0.0023116808729242,0.0014293811197597,0.0024145335396536,0.001198995086698,0.0010634741610706,0.0007909396208094,0.0031586149279455,0.0015859247645202,0.001770445649431,0.0024766269190762,0.0023400621538727,0.000390350098077,0.0188814194949649,0.002291070202953,0.0031541688693498,0.0010313830944653,0.0012464529243944,0.0010859011893833,0.0024778148102202,0.0023997470623182,0.0019991496413031,0.0022192177277886,0.0013499811147414,0.0032491090522837,0.0121827569283122,0.0060344371231305,0.0048035432726859,0.0050558471404143,0.0024155538730197,0.0027692073001499,0.006756178052209,0.0043894709286372,0.0047839764283042,0.0023034733623656,0.0037185618143137,0.0124059574204382,0.0148246638026454,0.0040842866609659,0.0064942616959536,0.0057713050638319,0.0070267785783655,0.0040747407549773,0.0041933581504393,0.0054262409464748,0.0051510131333581
ACAD8,5.6079626723243e-06,0.0,0.0001014934494201,3.041570918823001e-05,4.509893513930871e-05,5.369763642859288e-05,1.3617833493654936e-05,1.82808349835428e-05,1.0093096129872291e-06,0.0,1.0209053865281544e-05,1.672365061498848e-06,4.581544937528194e-06,0.0,2.386328623273728e-05,0.0,2.953614440727979e-06,3.755081098702622e-05,0.0,0.0,7.959912268455892e-05,1.4884192668459884e-05,1.112525999669593e-05,0.0,7.718940153737926e-06,1.4147751783879798e-05,1.232999092446638e-05,8.058533205272938e-05,3.850859113249617e-06,1.7377933546681173e-06,0.0,0.0,4.609064786645723e-05,1.2364873610963e-05,1.244559176301378e-05,2.5615025145162865e-06,2.446435337217055e-06,0.0,4.1444220606726814e-05,2.5447702036441544e-06,1.8275213774135425e-05,1.131094490463104e-06,1.859095994040121e-06,3.0379139546850504e-05,5.7171076971267344e-05,3.1903255747858224e-05,2.4165390507932966e-05,1.7808960689390875e-05,9.931599434375998e-05,5.349455021226382e-06,4.356929711207197e-05,6.940853082017481e-06,2.1624041700820868e-05
METTL7A,4.113089167304743e-05,0.0,0.0002616487835289,7.331949044494298e-05,0.0001370333997493,0.0001218763987657,4.317286224805469e-05,0.0001754186688069,3.5488853389583185e-05,1.851815147592401e-05,3.73383483555914e-05,2.521679325320249e-05,1.8980005660702966e-05,1.4110454737504773e-05,0.0001800635371595,0.0001954184094268,0.0001736293126343,0.0001862692716789,2.548833060604308e-05,1.1483041675341848e-05,0.0001244275663271,2.786818653831396e-05,3.876021117255794e-05,8.682005678772869e-06,2.9081117635482283e-05,1.3718849514878168e-05,0.0001554136053706,0.0002298700480893,4.396172442363578e-05,2.4035838452751743e-05,3.9232511123526485e-05,0.0,0.0001231069738419,3.90753488197185e-05,0.0001038389829624,8.560038706460463e-05,1.6020558445431786e-05,3.346697654395262e-05,5.365011349382709e-05,1.893266857732965e-05,6.160740907058469e-05,2.407220497028792e-05,2.7357648773044367e-05,0.0001822245362699,0.0002108806105489,0.0001141972166771,0.0002447955687728,0.0001239239944538,0.0001577415452346,4.23492447198796e-05,0.0002893484643739,0.0001495526030082,4.835895854114814e-05
TRIM72,0.0001353647860168,1.6533012566493296e-05,0.0010912198221599,0.0001693417098167,0.000208674070242,0.0003969217346183,0.000312462430237,0.0002787963776142,7.487341447487963e-05,1.0853810564416464e-05,7.478738067935181e-05,8.366483524612261e-05,7.236105868805961e-05,7.485427844413929e-05,0.0003170683844509,0.0002526359545299,0.0002986073409868,0.0002176919567252,5.78029525911284e-05,4.193863994079618e-05,0.0006694512430706,0.0001223858479708,0.0001785435180762,5.477151642208976e-05,6.831219579847951e-05,6.331784073530688e-05,0.0003487390470609,0.0002729726922224,7.157259854631677e-05,7.47989278304827e-05,7.441612905977998e-05,7.389695909360709e-05,0.0004565031047204,0.0001374645470848,0.00024267581027,0.0002289700172385,8.933143982544842e-05,0.0001114620654917,0.0002183907771138,0.0001742120399674,0.0002021469202861,9.085697913231011e-05,0.0001461833096303,0.0004386503950136,0.0005994069517874,0.0003103199712047,0.0003974802360292,0.0003195542522844,0.0003238261356811,0.0001730158856659,0.0005257453588267,0.0001787940554598,0.0001642303325598
NDUFB5,0.0001294123845994,0.0001541673188507,0.0004658834147251,0.0003488980652765,0.0004953665220004,0.0003844302848448,0.0004575677316767,0.0006274302507187,0.0005652184874872,0.0001337811551918,0.0003915042439886,0.0003658112066881,0.0003523087566318,0.000269765534475,0.0005093562004061,0.0005263345761563,0.0006372689827355,0.0006336469950127,0.000355988776353,0.0001675867385084,0.0001768655069323,0.0002661122870067,0.0001220782529757,0.0001423772104427,0.0001062285232298,4.788887139663947e-05,0.0003092592270641,0.0001251676904752,0.0002278602548899,0.0002118158667531,0.0002022382923323,0.0001843480333745,0.0007282177569244,0.0003184147272145,0.0005931635473635,0.0005289834072834,0.0003626507278828,0.0004689385352505,0.0007667587273663,0.0004138821719918,0.0005193395830917,0.0003061471637033,0.000543748992028,0.0005191101797791,0.0006389331400441,0.0004561348038368,0.000608562671001,0.0004890478829841,0.0007369120400538,0.0002178693310363,0.0006031886087335,0.0004565398417995,0.0004091335011459
APOBEC2,3.195601726435763e-05,3.311947031625569e-05,0.0001112477100114,4.197015121860407e-05,5.395616773576e-05,5.973794554150708e-05,0.0001832561100794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.361185512379013e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001743514655858,0.0,0.0,0.0,0.0,0.0,0.0,3.921690822775493e-06,0.0,0.0,0.0,0.0,0.0,2.08627601863031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A20,9.832032046340272e-05,6.696732292832751e-05,7.967381829007494e-06,0.000138981716623,8.954383589629735e-05,0.0001128226579682,0.0001159360536479,4.886226752062639e-06,0.0001578835838223,4.962737559596845e-05,0.0001251893443732,0.0001325753431706,0.0001240877406433,0.0001035615651485,1.4728614773628925e-05,4.325693170823897e-06,1.6598933967992327e-05,1.0504894300168134e-05,0.0001313632687829,8.867502988241569e-05,6.648455191843083e-05,6.894620434269874e-05,1.969840081992798e-05,6.568572766183238e-05,3.627653897298767e-05,3.759547130734211e-05,0.0,5.837220388824106e-05,4.811577802667554e-05,3.616441303544953e-05,5.196964316930753e-05,9.702165499351612e-05,0.0001629635221105,0.0002748687294002,0.0001703312302132,0.0001302415401965,0.0001665802652463,0.0001740611226767,0.0003167908325982,0.000269424278784,0.0001351977023661,0.0002259485090488,0.0002649025104127,8.901765134070617e-05,0.0001007195768801,0.0001899037666297,2.215344607609073e-05,0.0001975783298869,8.400112450396358e-06,0.0002117957173101,0.0,4.5820075751775205e-05,7.832041258871745e-05
PADI2,1.998301948297308e-05,0.0,0.000488478456768,0.0,1.9219097304714965e-05,4.592373625170556e-05,6.071508071042918e-05,3.2391520285275165e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003111586479334,0.0,1.7392351107568775e-05,0.0,0.0,0.0,3.428359114324179e-05,0.0,0.0,0.0,0.0,1.68299966919615e-05,4.272852543204925e-05,0.0,0.0,0.0,3.927885190783109e-06,0.0,3.2928428566929387e-06,0.0,0.0,0.0,0.0,4.91005547205535e-05,9.499677705766796e-05,1.6513307652164696e-05,2.213590217843676e-05,0.0,0.0,0.0,0.0,0.0,5.372828210282121e-06
LRRC2,1.4206783834670675e-05,5.61167106123233e-06,2.337533391214753e-05,7.793947568766448e-07,1.8716841336073924e-05,2.4832998874217573e-06,1.2740043539374197e-05,2.325835153782405e-05,1.515871278267091e-05,0.0,1.318115127177993e-05,8.6925266625735e-06,9.87066057106212e-06,0.0,2.4979890420658595e-05,8.062032972913584e-06,1.8813536304655627e-05,2.183700512118652e-05,1.23513181870968e-05,3.861714681005052e-06,5.540590463776732e-06,1.3107190345753e-05,8.093936731530104e-06,1.085230748171085e-06,0.0,1.5459928403923069e-06,3.413641217715984e-05,1.0869287427240927e-05,5.640294143501806e-07,1.1325643493730378e-05,0.0,0.0,4.062210267839768e-05,1.3905546505837412e-05,1.8105022620268624e-05,2.139461252090459e-05,1.1993016883964487e-05,1.3717774653590678e-05,2.729358716479252e-05,1.843031295158423e-05,2.1916199390943536e-05,9.4269430341222e-06,1.0251269647595658e-05,3.893365513693234e-05,4.9066241422392576e-05,2.373380259580646e-05,3.908133307829001e-05,1.894290441079141e-05,9.027135069610277e-06,1.4380816012432214e-05,6.395035112258456e-05,4.743948707253963e-06,3.352907630684176e-06
CASQ1,0.0077228393945571,0.0038281363831916,0.0333155808337951,0.0063610218813035,0.010201191298562,0.0073282507562741,0.0083353668622901,0.0059212165135804,0.000913667155277,0.0020838391830943,0.0057883672094677,0.0067951914600702,0.0010542853045954,0.0015137907688602,0.0106136313653218,0.0028777564306889,0.0018316724251862,0.0028474754805315,0.0009354021811112,0.0014482962710151,0.0185926087324828,0.0112016467661341,0.0072625220946933,0.0075651484246124,0.0080657580175365,0.0071693078491092,0.0147190767034133,0.0197918536007069,0.0116720305094987,0.009005552042185,0.0098805880466589,0.0031896382972304,0.0113627775891669,0.0024345191134339,0.0051975436945929,0.0016299359030863,0.002400157966796,0.0007222125228742,0.0067717013101535,0.0031042354922726,0.0029676451103145,0.0007478701065714,0.0019924348245447,0.0150184144317574,0.0155920098702604,0.0037415623733022,0.0101473199909846,0.0056579476474115,0.0175540678114442,0.0033639903242155,0.0144667070029193,0.0106152144660176,0.0132894411581009
NDUFB1,8.331155702655702e-05,0.0001003890301745,0.0007851633082807,0.0006644261612369,0.0007292849627532,0.0005487386244113,0.0004015603535283,0.0005136311670474,0.0007243530839059,5.882616583825511e-05,0.0006311751140699,0.0006407044489899,0.0005126563706899,0.0004781495380535,0.0005446722888962,0.0002171474527034,0.0007274177576899,0.0004824095416066,0.0003252862334783,0.0002731560065622,0.0003389193472527,0.0002049056497575,0.0003364964374093,0.0001383821749141,0.0002505535179874,0.0001338444236261,0.0002570807834042,0.0001317452444679,0.0002208442044017,0.0003399484200246,0.0001350037410877,4.2376172377079545e-05,0.0003840607150109,0.0005181149668891,0.0007846330094403,0.00066557081491,0.0006471587990162,0.0007254247130712,0.0013962134723076,0.0010113507867036,0.0007484062709415,0.0005133710652587,0.0009756051259703,0.0004125263735616,0.000509240388533,0.0003648072803403,0.0004989356105585,0.0004332148889381,0.0004814571937038,0.0003197516151724,0.0001945250761354,0.0005480129001929,0.000472629330953
PDIA3,1.8943550965341145e-05,0.0,8.279803990031915e-05,4.575912115531249e-06,2.4212053960941643e-05,1.914075274030125e-05,3.780890861562206e-06,1.0613675758022417e-05,0.0,0.0,1.850908001136484e-05,1.512611786293486e-05,0.0,0.0,3.804075014964025e-05,4.045554053694559e-06,4.505863578025263e-06,4.898282024058573e-06,0.0,0.0,0.0001410769402707,3.719031985361319e-05,2.826073538303317e-05,1.6752029618691368e-05,4.3950424418884e-05,1.9274885739614234e-05,0.0001156356533411,0.0001015846737644,4.3556163186060775e-05,1.5229577431324751e-05,1.52720376228187e-05,4.672872505683942e-06,5.708167898897768e-05,1.2349247639882682e-05,4.11746505184356e-05,5.743227580540843e-06,6.360602241708835e-06,4.669631218093394e-06,6.930188942923692e-05,9.975073018140262e-06,1.1473796608753148e-05,0.0,4.237298471625709e-06,0.0001045884779793,0.0001132676223538,3.7071140189835805e-05,5.743526095140295e-05,4.425408341779186e-05,0.0001020061997377,3.346781966955425e-05,9.724312334963224e-05,7.493373226668687e-05,5.389067815139419e-05
CYB5B,5.03280052631205e-05,1.9463500407206123e-05,0.0005444942971552,0.0001392979514192,0.0002513267904543,0.0001504667295615,0.00011467158244,0.0002412230898658,7.879844325733414e-05,5.724055334705294e-06,0.0001093006048609,3.542451657542552e-05,6.028689835201672e-05,5.377978319900531e-05,0.0002665799470269,0.0002561705700498,0.0002508143843144,0.0002644605796817,0.0001020834877181,3.170383449851016e-05,0.0003013764520794,8.000332525831936e-05,0.0001204678748052,4.8528645590861925e-05,7.01396621371822e-05,4.9636012829358185e-05,0.0003559301107406,0.0004785807120036,0.0001012905416279,0.0001428586131646,0.0001371977267622,0.0,0.0003780614040354,8.32682722048056e-05,0.0002089630965172,0.000170441587477,8.454299795999081e-05,9.634334832258976e-05,0.0002185351192246,9.067373846746044e-05,0.0001183137129791,8.269721627568086e-05,0.0002774993725255,0.0002629004541634,0.0004581591040976,0.0001318414966923,0.0002699142607792,0.0001651506985094,0.0003084989583232,5.991304257809505e-05,0.000427646233163,0.0001599789211743,0.0001832108380736
DCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.092155034372333e-05,0.000354656700037,0.0,0.0,0.0001452983179063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.864610635045412e-05,0.0,0.0,0.0001179437331177,0.0,0.0,0.0,5.297080766004726e-05
NDUFA13,0.0008249773809023,0.0012092941196299,0.0064481032784783,0.0019730040429063,0.0014239021920857,0.0023868038870912,0.0013879992574212,0.0021688930601764,0.0026328201193342,0.0009490880966037,0.0014106402084913,0.0008109543553938,0.0014470669910752,0.0013918709575731,0.0022015158375127,0.0024634997824273,0.0018212549712748,0.0016504004007706,0.0024540867168666,0.0013646466599923,0.0013934751427569,0.0005219954704124,0.0005695241257525,0.000354617454673,0.0004134797652794,0.0009976747997026,0.0020752814712894,0.0015225093404529,0.0005895458635302,0.0005377025713064,0.0011487704505875,0.0003232295695528,0.0034634102703057,0.001044306631814,0.0027584783103701,0.0027587204560501,0.0014440252167551,0.0016028493102462,0.0037167672616541,0.0022121931483695,0.0025533566648417,0.0009074439321692,0.0018590850108007,0.0030091145336374,0.003695060075258,0.0014037915433951,0.0030182106385626,0.0013537139398784,0.0030452342214788,0.0005632260507733,0.0026348580644997,0.0017651447494506,0.0011778464035613
MAOB,3.9798806081214805e-05,3.677079267854805e-05,0.0001282429659875,6.937713774187072e-05,0.0001185790183172,0.0001337706634222,0.0001575599270011,9.385849400340294e-05,1.71268258570342e-05,1.29938710932652e-05,1.0036547516640853e-05,7.661619207712759e-05,1.7347405331390192e-05,2.527421371031862e-05,0.0001762567640847,2.9065316428415205e-05,0.0001287527684923,0.0001812718100473,3.4358719994055463e-05,9.21591486370689e-06,0.000182114589677,5.165709115484016e-05,6.714349237799867e-05,2.2658059495906823e-05,5.501788706324522e-05,1.9218221767902424e-05,0.0001231343248258,0.0001551071610789,8.278181772917515e-05,9.528830214304016e-05,7.086022072496879e-05,2.4164607181443885e-05,0.0001395186639983,7.14857405091331e-05,5.112198225557124e-05,0.0001781998088015,6.406716880558058e-05,3.6766113868417184e-05,7.461587027334275e-05,3.2631137000192874e-05,0.0001111748394176,0.00010957010719,9.6416428498854e-05,0.0002138183886846,0.0004957703850757,0.0001168716512789,0.0001933933956969,7.850650506079672e-05,0.0002504744776355,8.403049914359638e-05,0.0002022595283601,0.0001745626695002,0.0001007592993922
NDUFS8,0.0003031268931868,0.0002190915197885,0.0014195876025433,0.0007832461882063,0.0009056017445178,0.0008138356287366,0.0007693483153436,0.0010018772674961,0.000297876990551,3.9357839223001127e-05,0.0003876616376652,0.0001743495023196,0.0005670059909701,0.0005385208048556,0.0010172626362963,0.000705805875154,0.0009287776902972,0.0008887624725597,0.0005804054907201,0.0004058691226971,0.0005709598030742,0.0005441512043902,0.0001397186510896,5.88352544676639e-05,0.0003938499084633,3.1611897279591095e-05,0.0008128925306778,0.0006354137480513,0.0004645423668703,7.248286194324524e-05,6.852325731968454e-05,0.00012622593951,0.0013871103386066,0.0005128404738699,0.0009936847771626,0.0009480545553366,0.0004757009994203,0.0004591106668238,0.0011383698552497,0.0007046414002261,0.0008086461479892,0.0003089799021699,0.0006779372588708,0.000678740132061,0.0013637182363639,0.0005385667492334,0.0009705161008398,0.0006209236263284,0.001031773364839,0.0002280135804007,0.0008334787749847,0.0007971331184664,0.0004451979078081
RACGAP1,0.0,0.0,2.905487223977702e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.911728058191942e-06,0.0,0.0,0.0,0.0,0.0,6.897127065112383e-05,2.665590834969324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.342389388776234e-06,0.0,1.035301387676769e-05,0.0,1.4789139236240085e-05,0.0,3.62829410390399e-05,9.090881913676328e-06,0.0
SLC16A3,1.579112386930278e-05,0.0,0.0002482440327257,7.94329583283004e-05,0.0001247732576798,8.501609329017162e-05,9.98936511657416e-05,0.000104917950247,7.13984570783887e-05,6.345202205591241e-05,4.251117727422008e-05,8.394310643667916e-05,3.946503521622012e-05,4.222062565965288e-05,0.0001515605674532,0.0001211214751062,0.0001103394274619,0.0001339104136883,6.0869024161710585e-05,4.10170922585998e-05,6.906958878868402e-06,1.5539094116202738e-05,8.309382957560077e-06,2.8020200577339204e-06,1.4736572943260671e-05,7.672039488843617e-06,5.5226473282464126e-05,7.46583326435575e-05,4.81291081492656e-06,4.351648438149051e-06,5.341214849500897e-06,0.0,0.0001171692509297,0.0,8.158327193908125e-05,9.219179767366808e-05,4.2061531881969846e-05,6.0888268264218975e-05,9.04583153299146e-05,4.2408752168851087e-05,8.050288653924308e-05,0.0,8.212098326893634e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3398574079469767e-05,0.0,0.0
ATP5PB,0.001505350827709,0.0007937143096622,0.0061204794750597,0.0023920937959161,0.0030156605346667,0.0026408126905497,0.0022955251933797,0.0032796217392209,0.0028014820580396,0.0010183057536568,0.0023169074003675,0.0019008165247933,0.0017161878732687,0.0014834849019399,0.0036120561236955,0.0031195307874135,0.0032140782573544,0.0032356846614025,0.0019015899718617,0.001135751170511,0.003045723270148,0.0016785447053825,0.0012803307478199,0.0010245465059419,0.0010982942865793,0.0006947320847482,0.0031658749252978,0.0026723728193795,0.0016158759718103,0.001479131589002,0.0014784842355813,0.000610199417139,0.0051133293664027,0.0019937817621214,0.0035744784120504,0.0033556228935813,0.0019717123850502,0.0024345421683652,0.0045975859107241,0.0026809066406689,0.0031981511585541,0.0016306660101596,0.0031963150573654,0.0037488099743431,0.0063709003925059,0.0022120077177298,0.003514295608431,0.0026376021878411,0.0046104788474055,0.0016857502713593,0.0036870280499209,0.0036102189493734,0.0028389218401019
CALR,1.7839828630022572e-05,0.0,0.0001251966502345,1.068176759504129e-05,5.891126213121321e-05,2.185779401178805e-05,8.915091487540801e-06,6.473241015598246e-05,6.576444111866236e-06,0.0,7.061545744504014e-05,4.660451944824896e-05,0.0,0.0,8.351676011687223e-05,3.095247191809755e-05,1.2133947662571322e-05,1.4078631405772217e-05,0.0,0.0,7.93842910721827e-05,5.4559203967497417e-05,4.990154190093098e-05,3.197896998870169e-05,3.650865985354103e-05,2.7375948262184827e-05,0.0001429177959085,0.0001315014332793,5.976665124498039e-05,5.235015568999903e-05,4.128713410688172e-05,0.0,6.540522005183869e-05,1.1663873994983316e-05,3.826698021497731e-05,0.0,7.529267936664476e-06,9.56500370107362e-06,9.01118119249728e-05,1.7047816414738763e-05,2.8774507616071995e-05,0.0,1.1805350090927154e-05,8.125539132417035e-05,0.0001306089987924,2.406067605699157e-05,5.732247271464321e-05,5.550089036610982e-05,0.0001036420581481,4.0157799651085937e-05,0.0001586090007796,0.0001131123352954,7.956807789682261e-05
SLC25A6,0.0,1.7347514392544857e-05,0.0003284497695288,6.100045830068013e-05,0.0001177006915159,0.000130699647718,0.0001087843883765,0.0001548037448255,4.034903040972559e-05,0.0,8.69564662652625e-05,7.275457252773037e-05,5.535929796464804e-05,4.138857309669355e-05,0.0001661637704528,0.0001780963215269,0.0002228254430139,0.0001624269533241,2.90328736355494e-05,3.0409081769323995e-05,0.0001024122945406,5.330072464884822e-05,3.60735781323039e-05,1.9866288966908008e-05,4.386071746737759e-05,1.4984592452350048e-05,0.00014653171109,0.0001444188498679,5.259910294330255e-05,3.3227497137240003e-05,4.667438958045016e-05,0.0,0.0001818975046872,4.621278861932071e-05,0.000104004733654,0.0001104659062763,4.73425677852539e-05,0.000142631514105,0.000177874638852,0.0001058037276221,0.0001606948475048,2.323051042138532e-05,5.3977208083286463e-05,0.0001544310727469,0.0004856646411323,6.91478168358587e-05,0.00011713088424,0.0001156655345679,0.0001922128458697,6.306977894011006e-05,0.0002015165631512,8.902206353045621e-05,4.602548490092283e-05
RPL17,3.435528634144251e-05,4.320007650981759e-05,0.0006261019687083,0.0006015007038804,0.0005463411213037,0.0006736855531133,0.0003066123390691,0.0004897241346268,0.0004174487667719,0.0001296689401738,0.0005294507528969,0.0003034871787955,0.0004727969223925,0.0003651760066814,0.0005672934421857,0.0007827575031802,0.0006320174484126,0.0005683320166435,0.0004483248646534,0.0005218658766849,0.00060491454414,0.0003867137382562,0.0004819828317487,0.000344089125185,0.0005133202870484,0.0002263646931998,0.0004646581616911,0.0009985718918255,0.000275448480802,0.0004227291675562,0.0002264425851757,8.134826965730507e-05,0.0005294489189811,0.0003076067449739,0.0007121974720796,0.0007046904119643,0.0002194405448642,0.0004277105446996,0.0003706699627795,0.0005217972892612,0.0004493001691714,0.0004593920762615,0.0003701927651231,0.0004372386887896,0.0004256985746289,0.0007377438281544,0.0007014001494441,0.0003147699298833,0.0008156571334965,0.0002408197251201,0.0006214262221564,0.0006944171009691,0.0002269645058626
